parentID,replyID,parentHandle,replyHandle,parentText,replyText
1302970414394740736,1303083233899352073,realDonaldTrump,MisterJimmy3,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",So was the huge job loss caused by your inaction during the Coronavirus
1303006236078637064,1303083232586498049,realDonaldTrump,ThomasEBrown3,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!","Present at the Destruction of U.S. Power and Influence. Four years of neglect, unilateralism, and failed diplomacy have left America’s alliances in tatters. It’s time to rebuild them via @ForeignPolicy"
1302559362771292160,1303083232397856769,realDonaldTrump,DurhamNtx,"Steve Jobs would not be happy that his wife is wasting  money he left her on a failing Radical Left Magazine that is run by a con man (Goldberg) and spews FAKE NEWS &amp; HATE. Call her, write her, let her know how you feel!!!","To Mrs Jobs -

Thanks for being a human being with a heart, and annoying to distraction the world's only living heart donor.

#TangerineTraitor #LiarInChief #Cheato"
1303012637064802306,1303083231609225217,realDonaldTrump,JesseJa32564200,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!",@BreitbartNews Zach is a damn liar just like the man he is trying to protect. He is trying confuse anyone and he know it. He is a racist as well. Him and Trump both are lying about what he said. It's just another coverup from the Republicans.
1302996272249548807,1303083228782301186,realDonaldTrump,sammydog15,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!",You make the best hiring choices! Don’t you Donnie.
1303006236078637064,1303083226689282048,realDonaldTrump,dudestir127,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!","So in other words, next year will be the best ever unless you get reelected."
1303012637064802306,1303083226655850496,realDonaldTrump,dallasgrl64,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!","@BreitbartNews The rise and fall of Breitbart.
Steve Bannon’s far-right media outlet has lost 75 per cent of its audience since Trump took office and 90 per cent of its advertisers."
1302970414394740736,1303083223703072770,realDonaldTrump,electric650,"10.6 Million Jobs Created In Just 4 Months, A Record!!!","The only ""Jobs"" I can associate with your leadership are:
Con Jobs
Screw Jobs
Low paying Jobs
Temporary Jobs
Lost Jobs
Hit Jobs

You're a dud as a president, a businessman and as a  decent human being. You have created nothing and left a wake of destruction due to your greed."
1302961482716639233,1303083220871806976,realDonaldTrump,fernf82,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",liar!
1302970414394740736,1303083220179787783,realDonaldTrump,RonRichardson1,"10.6 Million Jobs Created In Just 4 Months, A Record!!!","Make it all here stop ordering from China and build manufacturing here. If it ain't made in America don't buy it. Are you listening Walmart, Target, Bass Pro, Walgreens ?"
1303012637064802306,1303083219621797889,realDonaldTrump,LiberalLiberty4,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!",@BreitbartNews wait so bannon's rag and Bannon frauded your supporters? weird how you went to breitbart huh? #FraudsterInChief
1303012637064802306,1303083219194183680,realDonaldTrump,jettleee1,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!","@BreitbartNews If John Kelly didn’t say it, the Aides a liar trying to kiss Trumps ass"
1303006236078637064,1303083218611052544,realDonaldTrump,dscozzesi,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!",Nope. You got help from Obama. But you bombed.
1302964489806139392,1303083218246094849,realDonaldTrump,asmoot10,"Will be having a Labor Day News Conference today at the White House, 1:00 P.M. Jobs number, and the Economic comeback, are looking GREAT. Happy Labor Day!",Liar! It was just another one of your poor rallies
1302969740374298624,1303083217168236545,realDonaldTrump,AngriestGrandma,"Biden Underperforming! @OANN What else is new, the story of his life.",@OANN All you know how to do is knock winners and the courageous because #TrumpIsATraitor #TrumpIaALoser #TrumpHatesOurVeterans #PutinsPuppet I think you’re starting to understand #NobodyLikesTrump #TheWorldLaughsAtTrump
1302675943241199618,1303083217084280833,realDonaldTrump,DarbysDose,These are the Democrats “peaceful protests”. Sick!,Your law and order screeching isn't working. Sad!
1303006236078637064,1303083216111316994,realDonaldTrump,james56011173,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!",Don’t think you quite understand how taxes work...
1302961482716639233,1303083213615706114,realDonaldTrump,MBrian_Long,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",Only in your coloring book.
1302964489806139392,1303083212499906560,realDonaldTrump,Justinscake,"Will be having a Labor Day News Conference today at the White House, 1:00 P.M. Jobs number, and the Economic comeback, are looking GREAT. Happy Labor Day!","the ""Shadow"" people you see are the souls of the dead. #TrumpVirusDeathToll193K they will haunt you forever..."
1302972258034614273,1303083212499869696,realDonaldTrump,liznutting84,"Rochester N.Y., Brooklyn N.Y., Portland - All had bad nights, all weakly run by Radical Left Democrat Governors and Mayors! Get the picture?",Liar.
1302996272249548807,1303083210616733698,realDonaldTrump,Deborah22747802,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!",He’s up from his nap but still a little cranky!!! 🤬
1302996272249548807,1303083209211731969,realDonaldTrump,LLB96870415,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!",Heard you and Kim had. Pajama party.
1302964489806139392,1303083209136115712,realDonaldTrump,kitcatlyon,"Will be having a Labor Day News Conference today at the White House, 1:00 P.M. Jobs number, and the Economic comeback, are looking GREAT. Happy Labor Day!","In what #era are YOU  living IN? WTF? Keep touting lies to make it look like ALL IS FINE when you know it is NOT... WE NEED @JoeBiden NOW, not later! So just #resign now #Trump &amp; SAVE OUR TAXPAYERS MONEY!"
1303006236078637064,1303083209119338497,realDonaldTrump,yoadrieneyo,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!",Your not Santa Clause and no one is buying your bullshit!
1302970414394740736,1303083206808199168,realDonaldTrump,PabloPinedoMD,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",LIAR!
1302675943241199618,1303083203562033152,realDonaldTrump,NavypilotT,These are the Democrats “peaceful protests”. Sick!,Play stupid games... Win stupid prizes #MAGA2020
1302447673606275073,1303083201552936961,realDonaldTrump,ShortandScary,Congratulations to the U.S. Marshals on a job well done in Portland. LAW &amp; ORDER!,#FactsMatter
1302996272249548807,1303083198239444992,realDonaldTrump,Sarafina7707,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!","Donald J. Trump. Destroys everything he touches. Even sarcasm.
SAD.
#BidenHarrisLandslide2020"
1302961482716639233,1303083195668275208,realDonaldTrump,lcworking,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!","193,000 dead, 6.3 million infected, 193,000 dead, 6.3 million infected, 193,000 dead, 6.3 million infected, 193,000 dead, 6.3 million infected, 193,000 dead, 6.3 million infected, 193,000 dead, 6.3 million infected, 193,000 dead, 6.3 million infected,"
1302961482716639233,1303083189448052736,realDonaldTrump,2tigers2rats,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",So you really think that if you tweet this people will think it’s true?
