questionID,questionUrl,questionTitle,therapistName,questionText,answerText
561589f17a94c0692d0a6e6c,https://counselchat.com/questions/i-told-my-family-doctor-yesterday-that-i-am-hoarding-my-ativan-pills-is-he-legally-required-to-tell-my-psychiatrist-or-therapist,"I told my family doctor yesterday, that I am hoarding my Ativan pills. Is he legally required to tell my psychiatrist or therapist?","Eric Ström, JD, MA, LMHC","I have major depression, severe, PTSD, anxiety disorder, and personality disorder. I had an appointment with my doctor. I was very upset, and I shared with him about that particular drug.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5681c6a8a377e46d7ebe2c47,https://counselchat.com/questions/can-implanted-thoughts-be-reversed-at-all,Can implanted thoughts be reversed at all?,Ben Braaksma,"An organization admitted to implanting thoughts in my head with technologies. The study was to implant a fantasy other people are having, but to me, it's a nightmare. I lost my kids, my job, and all that. I was an unwilling participant. I no longer trust a therapist.  I'm too afraid to go under hypnosis or anything.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5682c2cba377e46d7ebe2c7b,https://counselchat.com/questions/should-i-let-my-boyfriend-go,Should I let my boyfriend go?,"Sherry Katz, LCSW","I'm an early 20 something year-old virgin, and my boyfriend is in his early 20s with kids. He's cheated on me twice: once in the beginning and then four months ago. He wasn't use to dating a virgin and broke up with me three times because he wasn't sure. We both work at the same job (where we met) and it’s with the girl that works with us. I've been trying to get over it, but now my confidence and self-esteem are low, and sometimes I feel like he’ll do it again or that he's not ready to be with me. I think about it all over again when I see her. He says he's in love with me, and with the last time he cheated, it didn't feel right, and that's when he knew he had to stop because his feelings were for me. He's contacted her and told her he will not communicate with her because he's in a relationship with me.

How do I gain confidence? Should I let him go? If I let him go, I don't want to be sad about it being that we work together. I try to tell myself I'm beautiful every day, and I think I am a pretty attractive female with a great personality, but I don't like the fact that she works there.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5684383ba377e46d7ebe2ca5,https://counselchat.com/questions/should-i-go-back-on-my-medicine,Should I go back on my medicine?,Ben Braaksma,"I have experienced cycles of depression for the past four years, and it hits me harder every time it comes back. This past time, it was extremely debilitating, so I went on Wellbutrin. I could feel the effects of the medicine after the first week. A month and a half later, I decided that my depression was being caused by my own unwillingness to move forward and address my behaviors and thoughts that were keeping me in a place of despair. I became worried that the medicine was making me complacent and prohibiting me from working out what I needed to in my life to bring back true fulfillment. I stopped taking it a month ago and feel okay; a lot of the anxiety it was paired with has gone away. However, I still don't feel my sense of self has been completely regained, and I have days where I feel a zombie-like haze of having no interests or the ability to fully concentrate on anything. Is it better to continue letting time and good habits work out the remaining depression or should I go back on the medicine?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
567eb03aa377e46d7ebe2bbc,https://counselchat.com/questions/can-my-marriage-be-saved,Can my marriage be saved?,Nat Roman,"My husband and I have been together since high school. We have been married going on for nearly ten years, and we have three beautiful children. A few weeks ago, my husband decided he need some time apart and moved over to his dad’s for a while. He comes home to see the kids and acts like there is not too much wrong. Can this marriage be saved or is it too late? He said he would go to counseling, so I don't think he has given up.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5682c8c4a377e46d7ebe2c7f,https://counselchat.com/questions/the-love-of-my-life-wants-to-try-getting-back-together-with-her-child-s-father,The love of my life wants to try getting back together with her child's father.,Nat Roman,"About two and a half months ago, I met a woman on a dating site. We went out on two dates, and then despite her original plans on how to pace and conduct the relationship, I ended up at her house on a the Friday night one week after our first date. We respectfully tried not to have sex, but after hours of trying to resist each other, we gave in and we had sex. After that, I slept at her house every night for almost two weeks. Then one day, she went to her family’s house on Thanksgiving and everything changed. Within the short time we were together, we got so close and serious really fast. We had finally found each other. We told each other that we loved each other all the time, even while we were making love. A few days after Thanksgiving, she told me that we would have to go back to her original plans of seeing each other much less frequently. I was very hurt and didn’t understand. Then another week later, she told me she couldn’t do it at all anymore. I was crushed!

A few days later, she tells me how much she’s missing me and “let’s get together for lunch” or something like that. Then about two weeks later, we finally get together one night and we were so hot for each other (in love, not just sex), but she confessed that the reason for the sudden distance was that the father of her very young child told her he wants to get back together and this totally messed with her. So for her child’s sake, she is now considering the possibility of allowing that to happen. She had told me all about him previously, and it is definite that she has little to no attraction to him, but she would do this putting herself in misery again for her child. Our love for each other is fully established and acknowledged, but she is torn and confused. She doesn’t even think it would work between them as she had to kick him out before for not fulfilling his role properly. I know she needs time, and all I can do is take care of myself. We have agreed to remain friends, and if this doesn’t work out for her, we will try again. I’m completely in love with her, and I’m in extreme pain.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
567fad01a377e46d7ebe2beb,https://counselchat.com/questions/i-m-worried-that-i-will-be-single-forever,I'm worried that I will be single forever.,Nat Roman,"I have lately been having lots of anxiety and self-loathing about the fact that I am a young adult virgin girl who has never had a boyfriend before. It seems like everyone my age has already had boyfriends by now or are not virgins anymore, and I just had my first kiss five months ago. I’m worried that, at this rate, I won’t have a boyfriend for a very long time. The problem is that I want to lose my virginity to my first boyfriend who cares about me, but at the same time, I don't want to be waiting forever in order to experience sex. I have already given in to bad temptations by hooking up with random strangers on social media sites and having oral sex with them. Luckily, they were nice guys, but none of them wanted a relationship with me. I feel dirty by doing this, but I feel pressured to do this things in order to seem normal.

Most people are surprised when they find out that I am a virgin or never had a boyfriend because people think I am really good looking. I am tall, I play lots of sports, and I get excellent grades in school. I am in my first year of university right now, and no guys have approached me to go out on a date or showed any interest. It bothers me. Most of the people in my family have been in relationships at my age already. I feel like I will be single forever sometimes.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
567a47fe32307d3353f8f98c,https://counselchat.com/questions/how-can-my-boyfriend-forgive-me-when-i-can-t-forgive-myself,How can my boyfriend forgive me when I can't forgive myself?,Nat Roman,"I have been in a relationship with my boyfriend for about six years now. In the past, our relationship was difficult and frustrating. We argued a lot, and due to that, there was a lot of tension between us. We stayed together because we love each other and wanted to make it work. I used to party a lot, and several times I got into situations where I would end up kissing someone else. These situations were never more than just kissing. I have come clean about these situations with my boyfriend, and he decided to forgive and move forward with me. I love him so much and want to work things out too, but I'm having a difficult time understanding how he can forgive me. I can't seem to forgive myself. I'm overwhelmed with feelings of guilt and unworthiness.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
567fad01a377e46d7ebe2beb,https://counselchat.com/questions/i-m-worried-that-i-will-be-single-forever,I'm worried that I will be single forever.,Lynda Martens,"I have lately been having lots of anxiety and self-loathing about the fact that I am a young adult virgin girl who has never had a boyfriend before. It seems like everyone my age has already had boyfriends by now or are not virgins anymore, and I just had my first kiss five months ago. I’m worried that, at this rate, I won’t have a boyfriend for a very long time. The problem is that I want to lose my virginity to my first boyfriend who cares about me, but at the same time, I don't want to be waiting forever in order to experience sex. I have already given in to bad temptations by hooking up with random strangers on social media sites and having oral sex with them. Luckily, they were nice guys, but none of them wanted a relationship with me. I feel dirty by doing this, but I feel pressured to do this things in order to seem normal.

Most people are surprised when they find out that I am a virgin or never had a boyfriend because people think I am really good looking. I am tall, I play lots of sports, and I get excellent grades in school. I am in my first year of university right now, and no guys have approached me to go out on a date or showed any interest. It bothers me. Most of the people in my family have been in relationships at my age already. I feel like I will be single forever sometimes.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568638e6e716b51523007b1c,https://counselchat.com/questions/why-am-i-constantly-angry,Why am I constantly angry?,Lynda Martens,"I don't know what's with me. I'm almost constantly angry. Even when I'm happy, I still feel anger inside me. When I acknowledge it, it ruins my mood and takes over. I get angry at the littlest things. Even if I think someone said something they didn't, it infuriates me. Something perfectly normal can make me go off. When my anger flares up, I get a terrible pain in my chest that lasts for a while. It's like there is a fire constantly burning in my body, and anger is gasoline.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
56879c53e716b51523007b44,https://counselchat.com/questions/how-am-i-supposed-to-feel-when-i-forgive-someone,How am I supposed to feel when I forgive someone?,Lynda Martens,"My mom made a lot of mistakes a couple years back, and I can't seem to forgive her. I want to say that it's okay, but I can't. I feel like even if I did forgive her, I wouldn't be able to say it to her face.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
56860620e716b51523007b14,https://counselchat.com/questions/should-i-tell-my-kids-that-santa-is-real-after-their-dad-told-them-he-is-not,Should I tell my kids that Santa is real after their dad told them he is not?,Lynda Martens,"My ex-husband told my two adolescents that Santa doesn't exist on the day before Christmas. They are desperate to hold on to the magic of Christmas, but I don't know if it's right for me to lie to them and tell them that Santa is real. I don't want to let them down and make them lose out on those memories, but I also don't want to lose their trust.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5684bd91a377e46d7ebe2cb7,https://counselchat.com/questions/how-do-i-get-my-guy-to-fall-back-in-love-with-me,How do I get my guy to fall back in love with me?,Lynda Martens,"I broke up with him three weeks ago because I felt that he needed to be more respectful. He has since had a rebound relationship. He says he loves and misses me but refuses to see me. He says it's going to be too difficult to see me. Every time we talk, it feels like I'm being pushy to see him. He used to be so madly in love with me, but now, it seems like he couldn’t care less. I think I'm running him away.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
56879c53e716b51523007b44,https://counselchat.com/questions/how-am-i-supposed-to-feel-when-i-forgive-someone,How am I supposed to feel when I forgive someone?,"Sherry Katz, LCSW","My mom made a lot of mistakes a couple years back, and I can't seem to forgive her. I want to say that it's okay, but I can't. I feel like even if I did forgive her, I wouldn't be able to say it to her face.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5686e9c1e716b51523007b24,https://counselchat.com/questions/do-i-leave-my-cheating-husband-or-share-him-with-someone,Do I leave my cheating husband or share him with someone?,Lynda Martens,"I've been with my husband for eight years now. We have split twice before, and the first time was because he cheated. I took him back months later, and he really tried making it up to me by making a lot of changes. However, we continued to have issues because of my lack of trust. My insecurities and trust issues lead to physical abuse, which lead to us separating again. During that separation, he consoled himself by talking to the same girl he cheated on me with. But we then ended up back together and worked it out for a while until I got pregnant with our second child.

The baby was a few months old, and he confessed to me about his secret relationship with her. He told me how he could never stop talking to her and how, during our issues, she has been and is the only women he's gone behind my back with (but on a friendship level because she's miles away). He confessed how he fought feelings for her and feels like he's possibly in love with her too. He said he feels like he's in love with the both of us now because this women has fallen for him, and she hasn't been able to leave him alone since. Even though she knows that he's still with me and happy with our family, she can’t help it, and he confessed how his feeling for her are mutual. Being that he loves me too, he wanted to be with the both of us at the same time. He wanted to have affairs with her behind my back by flying her out and staying at a hotels, but he didn't want me to find out, so he told me everything. He said he didn't want to continue to lie to me and so I can finally stop accusing him of being with other women when it's only been this one girl the whole time. He feels like my insecurities and trust issues are what pushed him closer towards her, and that no matter what he did to do right, I would still accuse him. He's caught up in his feelings and pretty much says that he wants her but doesn't want me to leave him because I'm the one he wants to be with for the rest of his life.

I'm of course hurt and in shock. I feel like I have to make a decision on whether I want to allow it and deal with having to share him or walk away. Both of these decisions are really hard to make because I feel like whether I stay or go, my heart will still be torn apart. I have to make a decision quick because she will be flying out sooner than I thought.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5686d79fe716b51523007b22,https://counselchat.com/questions/my-wife-no-longer-wants-sex,My wife no longer wants sex.,Lynda Martens,"I crave attention, companionship, and sex. She has had a hysterectomy, and she has a bad knee.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
56872010e716b51523007b2d,https://counselchat.com/questions/should-i-just-move-on-from-my-demanding-girlfriend,Should I just move on from my demanding girlfriend?,"Sherry Katz, LCSW","My girlfriend and I have broken up and gotten back together numerous times in the past two years. We recently just broke up again last night on New Year’s Eve. When we break up, the very next day, she calls me and acts as if nothing has happened. She acts like everything is alright. This has been going on for two years. I do love her and care about her and her children a lot, but she seems really demanding as far as what she deserves from a man. She is always telling me that she deserves this and that from a man. It makes me feel like crap because I cannot give her everything that she wants. She told me one time that she wants a man who is going to be afraid to lose her. Is that a normal thing that women want, or should I just move on already? I am in my 30s and she is in her 40s.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5689cdeee716b51523007b9b,https://counselchat.com/questions/why-won-t-my-boyfriend-for-almost-two-years-talk-about-our-future-together-when-he-says-he-s-in-love-with-me,Why won’t my boyfriend for almost two years talk about our future together when he says he’s in love with me?,"Sherry Katz, LCSW",,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5689a796e716b51523007b94,https://counselchat.com/questions/how-do-i-manage-my-anger,How do I manage my anger?,Margaret Van Ackeren,"I am so angry. I feel like the arguments with my parents have caused me so much anxiety and stress, and I don't know what to do. I want to sit down with a psychologist, but I cannot afford one, nor do I have my own health insurance. I can feel myself starting to get violent. I throw things of value when I start to get mad. I have punched holes in my wall. I can feel my aggression getting worse.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5689cdeee716b51523007b9b,https://counselchat.com/questions/why-won-t-my-boyfriend-for-almost-two-years-talk-about-our-future-together-when-he-says-he-s-in-love-with-me,Why won’t my boyfriend for almost two years talk about our future together when he says he’s in love with me?,Pamela Griggs,,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5670b5124c6f6bda188fb893,https://counselchat.com/questions/how-can-i-stop-abusing-alcohol,How can I stop abusing alcohol?,Pamela Griggs,"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5689a696e716b51523007b92,https://counselchat.com/questions/should-i-leave-my-boyfriend,Should I leave my boyfriend?,Lynda Martens,"My boyfriend has a child he gets every other weekend. He goes to see her twice a week or more. Every time she leaves, he gets into these funks like when his mom died. When she’s here, she’s disrespectful, and his answer is “Well, I don’t know what to tell you.” She swears and talks back, and he laughs. He and her mom have been apart for three years, and he blames her behavior on that and her being so young. We never have adult time when she’s not here. She’s the ""golden child,"" and he won’t listen to anyone.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5689a796e716b51523007b94,https://counselchat.com/questions/how-do-i-manage-my-anger,How do I manage my anger?,"Sherry Katz, LCSW","I am so angry. I feel like the arguments with my parents have caused me so much anxiety and stress, and I don't know what to do. I want to sit down with a psychologist, but I cannot afford one, nor do I have my own health insurance. I can feel myself starting to get violent. I throw things of value when I start to get mad. I have punched holes in my wall. I can feel my aggression getting worse.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568850d7e716b51523007b4c,https://counselchat.com/questions/my-child-urinated-in-his-mother-s-drink,My child urinated in his mother's drink.,Lynda Martens,"Just wondering if this is a deviant act, and if I should be concerned for him. He isn’t quite 10.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568851aee716b51523007b4e,https://counselchat.com/questions/how-can-i-stop-myself-from-making-poor-choices-and-hurting-the-one-i-love,How can I stop myself from making poor choices and hurting the one I love?,Lynda Martens,"I've been in a relationship for over a year. He's cheated and lied. I heard he's married, but he says he's not. Everything is very up and down; there's no trust. Recently, he went on a trip, and I promised him I'd behave and not drink because when I drink, I drink too much, and I tend to make poor choices. This time, I made a huge mistake: I drank too much, and I cheated on him. I slept with another man for about five minutes before realizing what I was doing is wrong. I told him and he just got really rude. He called me names and threatened me. I feel bad as I do love him. We just have so many issues. I'm not a bad person, I've just made a lot of bad mistakes. It’s unintentional, and I know right from wrong, but why do I still make the wrong choice?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
566e04f09f3a71de09b3c18c,https://counselchat.com/questions/i-can-t-leave-my-negative-environment-without-leaving-behind-my-fianc,I can't leave my negative environment without leaving behind my fiancé.,Lynda Martens,"My fiancé and I have been in a relationship for two years. We have an infant son. My fiancé also has a child from a previous relationship. We do not live together. I live with my mother currently while I get on my feet, and he's living with some friends. My mother and I have an awful relationship that is completely unbearable most of the time. We cannot even stand to be around one another while living in the same house. She has made it clear that she wants me gone. Recently, I was talking to my father who lives in a different state. My father and I have always had a good relationship. I explained to him the situation I am in with my mother, and he said he would like for me, my fiancé, and our son to come live with him and his wife. I would really love to go. I do not want my son to be in this environment with constant arguing and negativity any longer. There is nowhere else for me to stay while remaining in this state. The problem is my fiancé is refusing to move away with me because he does not want to leave behind his other child. He and his child's mother have a horrible relationship, and she would absolutely not be willing to let him visit if we moved away. I believe I would be doing what is best for my child by moving away, but I do not want to leave without my fiancé. I have already explained the situation to him, and he will not give in. Do I continue to stay in this negative environment with my child and keep our family together? Do I move away with my child and have my relationship end? I do not want to take him out of either of his kids’ lives. What do I do?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5689cdeee716b51523007b9b,https://counselchat.com/questions/why-won-t-my-boyfriend-for-almost-two-years-talk-about-our-future-together-when-he-says-he-s-in-love-with-me,Why won’t my boyfriend for almost two years talk about our future together when he says he’s in love with me?,Lynda Martens,,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568a357be716b51523007bbf,https://counselchat.com/questions/how-do-i-open-up-to-someone,How do I open up to someone?,Lynda Martens,"Ever since my ex-boyfriend and I broke up, I can't seem to get close to anyone else. I know I'm completely over him, but I just can't break down my walls and let someone new into my life.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568b3dc1e716b51523007bec,https://counselchat.com/questions/how-do-i-get-my-wife-to-forgive-me,How do I get my wife to forgive me?,Margaret Van Ackeren,I didn't trust my wife when I found out that she had a new guy friend that she was texting and calling. I investigated him before I found out that he was gay and that there was nothing going on. Now all my wife and I do is fight about trust.,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568b3e3fe716b51523007bee,https://counselchat.com/questions/how-can-i-get-rid-of-my-laziness,How can I get rid of my laziness?,Margaret Van Ackeren,"I am lazy. I am very aware of the problem and try to talk myself out of it all the time, but I never seem to shake the habits. I try to think of what it is doing to me and my future, but no matter what, I keep creating excuses for myself to continue the procrastination. All I'm ever left with is regrets and a low grade. I am at an all-time low in my life, and I'm not even that old. I've always been a straight-A student, but now I'm getting C's and F's, and it hurts me to know that I am way better than that. It's not even like the work is hard.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568aeb99e716b51523007bce,https://counselchat.com/questions/my-ex-boyfriend-put-himself-on-a-dating-website-because-he-thought-i-wasn-t-interested,My ex-boyfriend put himself on a dating website because he thought I wasn't interested.,Margaret Van Ackeren,"I have been seeing this guy for a little over a year. Back in August, he asked for us to step back for now. Since then, he has still been in contact with me every day. We spent some time together over the holidays, but then I was gone for New Years with family. I came to find out that he put himself on a dating site. When I found out, I asked him about it, and he responded with this: “My apologies if I got my signals crossed, or if I wasn’t honest with you. You have helped me tons this past year and I am glad you are in my life. I didn’t realize you were still interested in dating. Again, my apologies.” Also, is it better to say that I want him in my life or that I want him as part of my life?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568b3e3fe716b51523007bee,https://counselchat.com/questions/how-can-i-get-rid-of-my-laziness,How can I get rid of my laziness?,"Sherry Katz, LCSW","I am lazy. I am very aware of the problem and try to talk myself out of it all the time, but I never seem to shake the habits. I try to think of what it is doing to me and my future, but no matter what, I keep creating excuses for myself to continue the procrastination. All I'm ever left with is regrets and a low grade. I am at an all-time low in my life, and I'm not even that old. I've always been a straight-A student, but now I'm getting C's and F's, and it hurts me to know that I am way better than that. It's not even like the work is hard.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568b3dc1e716b51523007bec,https://counselchat.com/questions/how-do-i-get-my-wife-to-forgive-me,How do I get my wife to forgive me?,"Sherry Katz, LCSW",I didn't trust my wife when I found out that she had a new guy friend that she was texting and calling. I investigated him before I found out that he was gay and that there was nothing going on. Now all my wife and I do is fight about trust.,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568b2dade716b51523007be9,https://counselchat.com/questions/i-m-disgusted-by-my-own-fetish,I'm disgusted by my own fetish.,"Sherry Katz, LCSW","I have an overwhelming desire to watch my wife have sex with another man. I talked to her about it, and she said she will do it for me. The idea excites me to no end, but I don’t want to because it disgusts me. How can I stop wanting it, or should I just give into it and do it? I’ve been struggling for years with this. It won’t go away. By the way, I am in my mid 30s and my wife is in her mid 40s.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568c945de716b51523007c23,https://counselchat.com/questions/why-does-the-voice-in-my-head-never-stop,Why does the voice in my head never stop?,"Sherry Katz, LCSW","From the moment I wake up, I hear what I think is my voice in my head. Even now, I hear it saying every word I’m thinking. When I lay down to sleep, I think of weird and crazy things, and the voice will never stop talking. I don’t know if it’s me thinking. It never stops. I’ll lay in my bed for hours just thinking about weird stuff. I should mention that I talk to myself a lot: mostly in my head, but out loud as well.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568c765ae716b51523007c1f,https://counselchat.com/questions/how-to-help-my-best-friend-get-over-a-break-up,How to help my best friend get over a break up?,Margaret Van Ackeren,"I'm a female freshman in high school, and this question is for my male best friend. At the start of freshman year, we dated for about a week before his parents ended it because they said he is too young to date. He has been dating a really sweet senior girl for a month or two. I have nothing against her except for the fact that she has Tim's heart. He is convinced that they are in love, and maybe they are, but I don't really believe him. 

Lately, Tim had been expressing concern about what is going to happen when Sally leaves for college at the end of term this year. He's been asking me to help him with Sally and what girls like to show her how much he loves her. But he's also been thinking about breaking up with her just so they won't have to deal with it when she leaves. He seems really torn up about it, and I want to know what to say to him and how to help him once she leaves. 

He knows that I still crush on him. He doesn't rub it in my face. He's a good guy, but I want to actually help him out and recover before we think about maybe another relationship between us. How do I do that when the time comes? How do I support him and show him that I'm here without wanting to hook up? How do I make him feel better? He is convinced he's never going to be able to love anyone ever again, which I think is ridiculous.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
567979b81dafd4552b77745e,https://counselchat.com/questions/i-ve-been-separated-from-my-husband-for-six-months-and-he-still-has-not-filed-for-divorce,I’ve been separated from my husband for six months and he still has not filed for divorce.,Analyce Zapata-Barnes,"My husband and I got into a huge dispute. He said he wanted a divorce, and I left. I still come home a lot and see my kids, and he has not filed yet even though he still said he is. What does that mean for our marriage?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568c945de716b51523007c23,https://counselchat.com/questions/why-does-the-voice-in-my-head-never-stop,Why does the voice in my head never stop?,Robin Richardson,"From the moment I wake up, I hear what I think is my voice in my head. Even now, I hear it saying every word I’m thinking. When I lay down to sleep, I think of weird and crazy things, and the voice will never stop talking. I don’t know if it’s me thinking. It never stops. I’ll lay in my bed for hours just thinking about weird stuff. I should mention that I talk to myself a lot: mostly in my head, but out loud as well.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568bed76e716b51523007c0a,https://counselchat.com/questions/how-can-i-deal-with-flashbacks-of-trauma,How can I deal with flashbacks of trauma?,"Sherry Katz, LCSW",I was violently raped by another women who was my friend of 13 years. I’m having bad flashbacks. I’m scared to sleep because I see it in my dreams. I don't leave the house because I have panic attacks.,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568bc0c7e716b51523007c06,https://counselchat.com/questions/how-come-i-feel-ugly,How come I feel ugly?,"Sherry Katz, LCSW","I'm in my early 20s. I’ve been married once, and he cheated on me. Ever since then, I've felt ugly no matter what. I'm engaged, and I still feel ugly. I don't like to take pictures of myself.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
568c945de716b51523007c23,https://counselchat.com/questions/why-does-the-voice-in-my-head-never-stop,Why does the voice in my head never stop?,"Mark Morris, LCSW","From the moment I wake up, I hear what I think is my voice in my head. Even now, I hear it saying every word I’m thinking. When I lay down to sleep, I think of weird and crazy things, and the voice will never stop talking. I don’t know if it’s me thinking. It never stops. I’ll lay in my bed for hours just thinking about weird stuff. I should mention that I talk to myself a lot: mostly in my head, but out loud as well.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
